registration_date,traffic_type,id_partner,age_group,device,country_tier,registrations,users_acqusition_costs,revenue_7_days,logins_1_lt,logins_3_lt,logins_7_lt
2021-03-11,Google Media,6,35-,Other,Tier_1,35,0.0,0.0,2,1,1
2021-05-21,Google Media,6,35-,iOS,Tier_1,746,9.0,2.99,48,27,6
2021-06-09,Google Media,6,35-55,Windows,Tier_2,1,10.0,0.0,0,0,0
2021-10-24,Google Media,6,35-,Windows,Tier_3,11,0.0,0.0,0,0,0
2021-04-20,Google Media,6,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-06-28,Google Media,6,35-55,iOS,Tier_1,477,2348.25,207.95999999999998,63,39,22
2021-07-14,Google Media,6,35-,MacOS,Tier_1,9,0.0,0.0,1,0,0
2021-06-13,Google Media,6,35-55,Android,Tier_1,697,2097.5,83.97999999999999,119,45,28
2021-04-04,Google Media,6,35-55,Windows,Tier_2,1,14.0,0.0,0,0,0
2021-04-19,Google Media,6,35-55,Windows,Tier_1,26,121.5,0.0,3,3,1
2021-05-10,Google Media,6,35-55,Android,Tier_1,380,1000.0,2.99,53,26,11
2021-09-12,Google Media,6,35-,Other,Tier_1,40,0.0,0.0,2,1,0
2021-04-06,Google Media,6,35-55,Android,Tier_3,3,6.0,0.0,0,1,1
2021-02-20,Google Media,6,35-55,Other,Tier_1,16,108.0,0.0,1,2,0
2021-08-24,Google Media,6,35-55,iOS,Tier_1,205,932.4500000000003,0.0,24,13,6
2021-10-21,Google Media,6,55+,iOS,Tier_3,1,9.0,0.0,0,0,0
2021-05-10,Google Media,6,35-,MacOS,Tier_1,5,0.0,0.0,0,0,1
2021-01-31,Google Media,6,35-55,Other,Tier_1,17,166.5,0.0,2,2,1
2021-07-23,Google Media,6,35-,Android,Tier_3,6,0.0,0.0,0,0,0
2021-07-05,Google Media,6,35-55,Android,Tier_1,811,2563.0,737.95,107,66,30
2021-01-02,Google Media,6,35-55,Windows,Tier_1,39,303.0,0.0,6,2,3
2021-06-15,Google Media,6,35-55,Other,Tier_1,30,136.0,0.0,5,3,1
2021-07-04,Google Media,6,35-,iOS,Tier_3,2,0.0,0.0,1,1,0
2021-06-18,Google Media,6,55+,Other,Tier_1,26,81.0,101.99,3,2,0
2021-02-23,Google Media,6,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-06-09,Google Media,6,35-55,Windows,Tier_3,1,10.0,0.0,0,0,0
2021-08-30,Google Media,6,35-,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-06-27,Google Media,6,55+,Android,Tier_1,534,1356.0,2.99,101,53,31
2021-08-12,Google Media,6,35-55,Android,Tier_1,698,1899.1299999999999,24.979999999999997,107,52,39
2021-10-13,Google Media,6,35-55,MacOS,Tier_1,22,161.13000000000002,473.03,4,1,1
2021-01-20,Google Media,6,35-,Android,Tier_1,430,0.0,160.94,33,19,13
2021-01-30,Google Media,6,35-,Android,Tier_1,573,5.5,69.89,65,30,18
2021-03-04,Google Media,6,35-55,Windows,Tier_1,66,580.0,22.98,5,3,3
2021-02-23,Google Media,6,55+,Android,Tier_1,148,451.50000000000006,0.0,22,17,5
2021-11-05,Google Media,6,35-55,Android,Tier_1,706,1707.7199999999996,14.950000000000001,128,55,21
2021-01-08,Google Media,6,55+,iOS,Tier_1,257,1396.5,98.03,44,20,10
2021-07-28,Google Media,6,35-55,Android,Tier_1,984,2883.5,65.97,137,78,34
2021-04-14,Google Media,6,55+,Android,Tier_1,234,540.0,5.98,38,17,8
2021-02-16,Google Media,6,55+,Android,Tier_1,372,1504.1,124.52000000000001,52,28,19
2021-07-16,Google Media,6,55+,iOS,Tier_1,202,858.5,0.0,21,11,7
2021-02-02,Google Media,6,55+,Android,Tier_1,367,1283.8,50.07,68,35,26
2021-09-12,Google Media,6,35-55,Windows,Tier_1,71,388.0,40.99,9,3,3
2021-09-01,Google Media,6,35-55,iOS,Tier_1,176,799.0,0.0,14,12,7
2021-08-13,Google Media,6,35-55,Android,Tier_1,635,1699.1399999999999,363.98,100,45,28
2021-07-08,Google Media,6,35-55,Android,Tier_1,623,1878.5,147.11,87,44,26
2021-01-18,Google Media,6,35-55,Android,Tier_1,861,4093.2000000000007,81.95,126,62,40
2021-07-05,Google Media,6,55+,iOS,Tier_1,271,903.0,973.99,40,21,18
2021-07-24,Google Media,6,35-,iOS,Tier_1,254,0.0,0.0,8,7,1
2021-04-23,Google Media,6,35-55,Windows,Tier_1,31,210.0,0.0,4,1,4
2021-02-03,Google Media,6,35-,Android,Tier_1,466,0.0,67.99,47,21,9
2021-03-23,Google Media,6,35-55,Windows,Tier_1,76,485.5,0.0,7,2,4
2021-04-16,Google Media,6,55+,iOS,Tier_1,24,48.0,2.99,6,3,2
2021-05-08,Google Media,6,35-,Android,Tier_1,184,0.0,0.0,19,7,4
2021-11-12,Google Media,6,35-,iOS,Tier_1,97,0.0,0.0,1,0,0
2021-08-15,Google Media,6,55+,MacOS,Tier_1,39,230.0,0.0,6,1,2
2021-03-26,Google Media,6,35-,Windows,Tier_1,55,0.0,152.94,3,3,3
2021-11-10,Google Media,6,35-,Other,Tier_1,21,0.0,0.0,3,3,1
2021-10-18,Google Media,6,35-,MacOS,Tier_1,20,0.0,0.0,5,4,0
2021-05-04,Google Media,6,35-55,MacOS,Tier_1,20,95.5,164.98000000000002,5,3,3
2021-07-17,Google Media,6,35-55,iOS,Tier_1,294,1416.75,1985.07,28,21,15
2021-06-05,Google Media,6,35-55,iOS,Tier_1,416,1936.25,555.19,44,27,11
2021-09-17,Google Media,6,35-,iOS,Tier_1,231,0.0,0.0,18,6,3
2021-04-15,Google Media,6,55+,Android,Tier_1,204,451.5,0.0,25,16,12
2021-06-15,Google Media,6,55+,iOS,Tier_1,291,872.0,0.0,49,24,5
2021-11-17,Google Media,6,35-,MacOS,Tier_1,12,0.0,0.0,1,0,0
2021-04-14,Google Media,6,35-,Windows,Tier_1,26,0.0,0.0,0,0,0
2021-05-21,Google Media,6,35-,MacOS,Tier_1,21,0.0,0.0,3,0,0
2021-09-10,Google Media,6,35-55,Windows,Tier_1,66,379.0,0.0,10,7,3
2021-09-20,Google Media,6,35-,Android,Tier_1,234,0.0,0.0,17,4,4
2021-08-04,Google Media,6,55+,Windows,Tier_1,208,1438.0,0.0,32,20,10
2021-04-26,Google Media,6,35-,MacOS,Tier_1,11,0.0,0.0,2,0,0
2021-03-22,Google Media,6,35-55,Other,Tier_1,17,122.0,0.0,4,1,0
2021-11-11,Google Media,6,55+,MacOS,Tier_1,46,295.62,0.0,7,3,1
2021-07-27,Google Media,6,55+,Windows,Tier_1,224,1656.0,2.99,46,30,22
2021-09-06,Google Media,6,35-,MacOS,Tier_1,10,0.0,0.0,0,0,0
2021-01-28,Google Media,6,35-,Windows,Tier_1,68,0.0,2.99,7,2,0
2021-05-10,Google Media,6,35-,Windows,Tier_1,22,0.0,0.0,3,3,0
2021-07-07,Google Media,6,35-55,Android,Tier_3,3,4.5,0.0,1,1,0
2021-10-04,Google Media,6,55+,iOS,Tier_1,158,532.57,2.99,20,11,10
2021-08-10,Google Media,6,35-55,iOS,Tier_1,212,1098.5,283.98,24,12,6
2021-06-22,Google Media,6,35-55,Other,Tier_1,9,48.0,0.0,1,0,0
2021-06-02,Google Media,6,35-,Android,Tier_1,178,4.0,0.0,22,8,5
2021-07-22,Google Media,6,35-55,Windows,Tier_1,65,413.5,0.0,5,3,3
2021-02-06,Google Media,6,35-,MacOS,Tier_1,8,0.0,2.99,0,0,0
2021-09-09,Google Media,6,55+,Windows,Tier_1,155,835.0,0.0,24,15,7
2021-09-04,Google Media,6,35-,Windows,Tier_1,56,0.0,0.0,2,1,1
2021-03-17,Google Media,6,35-,Windows,Tier_1,84,12.0,0.0,7,4,2
2021-03-08,Google Media,6,35-55,MacOS,Tier_1,22,254.0,0.0,1,1,1
2021-01-24,Google Media,6,35-,Android,Tier_3,7,0.0,0.0,0,0,0
2021-10-30,Google Media,6,35-,Windows,Tier_1,63,0.0,0.0,2,1,2
2021-04-06,Google Media,6,55+,MacOS,Tier_1,27,166.0,0.0,4,3,3
2021-01-12,Google Media,6,55+,Android,Tier_1,543,1938.6,643.7600000000001,80,60,29
2021-04-23,Google Media,6,35-55,iOS,Tier_1,43,204.75,2.99,4,3,1
2021-07-10,Google Media,6,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-09-19,Google Media,6,35-55,Windows,Tier_1,57,440.01,0.0,1,1,2
2021-06-13,Google Media,6,35-55,MacOS,Tier_1,33,127.0,0.0,3,4,3
2021-02-20,Google Media,6,35-,Android,Tier_2,2,0.0,0.0,1,1,0
2021-09-15,Google Media,6,35-55,MacOS,Tier_1,26,150.0,0.0,2,0,0
2021-01-26,Google Media,6,35-55,Other,Tier_1,23,205.0,0.0,2,2,0
2021-09-06,Google Media,6,35-,Other,Tier_1,35,0.0,0.0,2,0,1
2021-09-04,Google Media,6,35-,Other,Tier_1,39,0.0,0.0,0,1,2
2021-05-11,Google Media,6,35-,iOS,Tier_1,74,0.0,0.0,1,1,1
2021-07-27,Google Media,6,55+,Android,Tier_1,758,1879.0,162.15,115,59,36
2021-10-22,Google Media,6,35-55,iOS,Tier_3,1,6.0,0.0,0,0,0
2021-08-23,Google Media,6,35-55,Other,Tier_1,24,104.0,0.0,4,1,2
2021-05-06,Google Media,6,55+,Other,Tier_1,10,24.0,0.0,1,1,0
2021-05-27,Google Media,6,55+,MacOS,Tier_1,18,97.0,0.0,7,1,1
2021-02-01,Google Media,6,35-,Windows,Tier_1,32,0.0,2.99,1,2,1
2021-05-14,Google Media,6,55+,MacOS,Tier_1,35,270.0,0.0,3,6,3
2021-10-05,Google Media,6,35-,Windows,Tier_1,40,0.0,532.52,2,2,1
2021-07-20,Google Media,6,55+,Android,Tier_1,775,2100.5,1235.98,127,68,40
2021-07-04,Google Media,6,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-08-22,Google Media,6,35-,Android,Tier_3,3,0.0,0.0,0,0,0
2021-07-12,Google Media,6,35-,MacOS,Tier_1,11,0.0,0.0,0,1,0
2021-05-09,Google Media,6,35-,iOS,Tier_2,2,0.0,0.0,0,1,0
2021-01-07,Google Media,6,35-55,Other,Tier_1,17,136.0,0.0,1,1,0
2021-09-01,Google Media,6,55+,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-02-21,Google Media,6,35-55,Other,Tier_1,9,58.0,0.0,0,0,1
2021-01-25,Google Media,6,35-55,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-03-06,Google Media,6,35-55,MacOS,Tier_1,35,319.0,2397.79,3,5,2
2021-02-24,Google Media,6,55+,Other,Tier_3,1,0.0,0.0,0,0,0
2021-04-11,Google Media,6,35-,Other,Tier_1,23,0.0,0.0,1,0,0
2021-02-01,Google Media,6,35-55,Windows,Tier_1,39,320.0,0.0,2,2,1
2021-10-20,Google Media,6,35-,MacOS,Tier_1,11,0.0,0.0,2,0,0
2021-08-18,Google Media,6,35-,Android,Tier_1,342,0.0,0.0,26,15,2
2021-10-19,Google Media,6,35-,MacOS,Tier_3,6,0.0,0.0,0,0,0
2021-06-01,Google Media,6,35-55,Other,Tier_1,30,163.0,2.99,5,2,2
2021-03-30,Google Media,6,35-,Android,Tier_3,2,0.0,0.0,0,0,0
2021-01-29,Google Media,6,55+,iOS,Tier_2,1,5.0,0.0,0,0,0
2021-04-02,Google Media,6,35-55,iOS,Tier_2,2,28.0,0.0,0,0,0
2021-02-13,Google Media,6,35-55,MacOS,Tier_1,21,199.0,0.0,2,2,0
2021-04-14,Google Media,6,35-,Other,Tier_1,18,0.0,0.0,1,1,1
2021-03-19,Google Media,6,35-55,Android,Tier_3,1,0.0,0.0,1,1,0
2021-03-28,Google Media,6,35-55,Other,Tier_1,14,121.0,0.0,1,0,0
2021-11-06,Google Media,6,35-,MacOS,Tier_1,22,0.0,0.0,1,2,0
2021-09-28,Google Media,6,35-,Android,Tier_1,242,5.0,2.99,21,11,8
2021-06-11,Google Media,6,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-08-26,Google Media,6,55+,Android,Tier_1,598,1702.5399999999993,64.98,82,49,42
2021-08-26,Google Media,6,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-06-26,Google Media,6,55+,Windows,Tier_1,173,971.0,61.99,38,25,15
2021-04-25,Google Media,6,55+,Android,Tier_3,1,0.0,0.0,0,0,0
2021-03-06,Google Media,6,55+,Windows,Tier_2,5,56.0,0.0,1,1,2
2021-06-23,Google Media,6,55+,Android,Tier_2,1,0.0,0.0,0,0,1
2021-02-26,Google Media,6,35-55,Android,Tier_3,4,6.0,0.0,0,0,0
2021-04-30,Google Media,6,55+,Other,Tier_1,7,18.0,0.0,2,1,1
2021-06-06,Google Media,6,35-,iOS,Tier_3,1,0.0,0.0,1,1,0
2021-04-22,Google Media,6,35-55,Other,Tier_1,10,42.0,0.0,3,1,1
2021-05-30,Google Media,6,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-07-04,Google Media,6,55+,Other,Tier_1,19,94.0,0.0,2,4,2
2021-07-26,Google Media,6,55+,Android,Tier_1,723,1819.5,5.98,138,72,40
2021-06-28,Google Media,6,35-55,Windows,Tier_1,72,510.0,0.0,12,9,5
2021-03-05,Google Media,6,35-55,Windows,Tier_2,2,14.0,0.0,0,0,0
2021-02-02,Google Media,6,35-55,Android,Tier_2,3,0.0,0.0,0,0,0
2021-06-16,Google Media,6,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-10-31,Google Media,6,35-,MacOS,Tier_1,21,0.0,110.82,0,1,0
2021-02-24,Google Media,6,35-,Android,Tier_2,4,0.0,0.0,1,1,0
2021-01-30,Google Media,6,35-55,Windows,Tier_1,43,295.0,2.99,3,2,0
2021-06-27,Google Media,6,55+,Windows,Tier_1,166,911.0,0.0,28,19,10
2021-04-25,Google Media,6,35-,MacOS,Tier_1,10,0.0,0.0,1,0,0
2021-03-23,Google Media,6,55+,Windows,Tier_2,2,28.0,0.0,1,0,1
2021-05-24,Google Media,6,35-55,Windows,Tier_1,77,492.0,0.0,8,9,3
2021-10-13,Google Media,6,55+,iOS,Tier_1,247,901.5200000000001,5.98,38,26,12
2021-03-28,Google Media,6,35-,iOS,Tier_1,202,0.0,121.31,9,7,1
2021-05-13,Google Media,6,35-55,Other,Tier_1,12,76.5,0.0,0,0,1
2021-01-23,Google Media,6,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-09-05,Google Media,6,35-55,iOS,Tier_1,225,1117.2,769.99,26,19,11
2021-09-02,Google Media,6,55+,Windows,Tier_2,2,10.0,0.0,0,0,0
2021-08-05,Google Media,6,35-55,iOS,Tier_1,247,1293.75,180.98000000000002,35,17,9
2021-03-22,Google Media,6,35-55,iOS,Tier_1,132,713.5,4.11,17,7,5
2021-11-15,Google Media,6,55+,Windows,Tier_1,74,339.1,4491.99,14,10,6
2021-01-30,Google Media,6,55+,Android,Tier_3,4,21.5,0.0,0,0,0
2021-10-07,Google Media,6,55+,iOS,Tier_1,171,588.9000000000001,2.99,38,16,12
2021-09-29,Google Media,6,35-55,Android,Tier_1,640,1905.8899999999996,11.96,82,41,22
2021-08-17,Google Media,6,35-,Android,Tier_1,346,0.0,986.99,25,5,14
2021-10-08,Google Media,6,35-,Android,Tier_3,2,0.0,0.0,1,1,0
2021-04-11,Google Media,6,35-55,Android,Tier_1,501,1432.0,40.95,84,32,25
2021-01-27,Google Media,6,35-55,Windows,Tier_1,76,614.0,0.0,9,2,1
2021-05-09,Google Media,6,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-09-30,Google Media,6,35-55,iOS,Tier_1,144,688.75,2.99,18,10,4
2021-10-12,Google Media,6,35-,Android,Tier_3,4,0.0,0.0,0,0,0
2021-01-24,Google Media,6,35-55,MacOS,Tier_1,22,256.0,0.0,3,1,1
2021-03-11,Google Media,6,35-,Windows,Tier_1,54,0.0,4.16,7,2,1
2021-09-15,Google Media,6,55+,Android,Tier_3,1,0.0,0.0,1,1,0
2021-05-27,Google Media,6,35-,Android,Tier_3,2,0.0,0.0,0,0,0
2021-08-20,Google Media,6,55+,iOS,Tier_1,158,593.2500000000002,181.99,21,12,11
2021-03-22,Google Media,6,35-55,iOS,Tier_2,2,28.0,0.0,0,1,1
2021-08-25,Google Media,6,35-,iOS,Tier_3,1,0.0,0.0,0,1,0
2021-06-06,Google Media,6,55+,iOS,Tier_2,1,8.0,0.0,0,0,0
2021-01-29,Google Media,6,55+,Android,Tier_3,1,0.0,0.0,1,1,0
2021-01-17,Google Media,6,35-55,Windows,Tier_1,93,789.0,0.0,8,4,3
2021-07-03,Google Media,6,55+,Windows,Tier_1,116,639.0,274.99,28,14,10
2021-03-20,Google Media,6,55+,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-10-17,Google Media,6,35-,Android,Tier_3,50,0.0,0.0,0,1,0
2021-06-26,Google Media,6,35-55,Windows,Tier_3,2,0.0,0.0,1,0,0
2021-02-24,Google Media,6,35-,iOS,Tier_1,712,0.0,27.21,38,13,6
2021-10-28,Google Media,6,35-55,iOS,Tier_3,3,13.5,0.0,0,0,0
2021-04-05,Google Media,6,35-,iOS,Tier_3,1,0.0,132.95,0,0,0
2021-06-08,Google Media,6,35-55,MacOS,Tier_1,25,132.0,0.0,3,1,2
2021-01-22,Google Media,6,35-55,iOS,Tier_3,1,15.0,0.0,0,0,0
2021-09-05,Google Media,6,35-55,Windows,Tier_1,98,550.52,82.56,9,4,2
2021-10-18,Google Media,6,35-55,Android,Tier_3,1,4.0,0.0,0,0,0
2021-10-07,Google Media,6,55+,MacOS,Tier_1,36,209.54999999999995,0.0,6,3,2
2021-01-04,Google Media,6,35-55,iOS,Tier_3,1,8.0,0.0,0,0,0
2021-01-24,Google Media,6,55+,Android,Tier_1,413,2008.0999999999997,217.89999999999998,94,54,31
2021-04-28,Google Media,6,35-,Windows,Tier_1,24,0.0,0.0,1,0,0
2021-04-09,Google Media,6,35-55,Windows,Tier_1,43,236.0,0.0,6,2,2
2021-03-26,Google Media,6,55+,Windows,Tier_2,1,14.0,0.0,1,1,1
2021-08-13,Google Media,6,35-55,iOS,Tier_2,1,5.5,0.0,0,0,0
2021-06-07,Google Media,6,55+,Android,Tier_3,1,8.0,0.0,0,0,0
2021-07-26,Google Media,6,35-,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-06-13,Google Media,6,35-,iOS,Tier_1,478,0.0,5.98,31,12,3
2021-02-06,Google Media,6,35-55,Android,Tier_2,8,41.0,0.0,2,1,2
2021-04-01,Google Media,6,55+,MacOS,Tier_1,32,189.0,31.98,4,2,1
2021-02-06,Google Media,6,35-,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-07-10,Google Media,6,35-55,Android,Tier_3,2,3.5,0.0,0,0,0
2021-01-19,Google Media,6,35-,Windows,Tier_1,46,139.0,0.0,4,0,1
2021-08-26,Google Media,6,35-,MacOS,Tier_1,15,0.0,0.0,2,1,0
2021-03-27,Google Media,6,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-08-21,Google Media,6,55+,MacOS,Tier_1,48,229.0,0.0,9,9,6
2021-05-22,Google Media,6,35-,Windows,Tier_1,54,0.0,0.0,4,1,0
2021-06-09,Google Media,6,35-55,Windows,Tier_1,94,496.0,0.0,8,4,4
2021-06-21,Google Media,6,35-55,Windows,Tier_1,58,313.0,52.54,10,5,4
2021-03-06,Google Media,6,35-55,Other,Tier_1,14,126.0,0.0,2,1,1
2021-04-17,Google Media,6,55+,Android,Tier_3,1,0.0,0.0,0,0,0
2021-10-31,Google Media,6,55+,Android,Tier_3,1,0.0,0.0,0,0,0
2021-10-27,Google Media,6,35-,Windows,Tier_3,17,0.0,0.0,0,1,0
2021-04-26,Google Media,6,55+,iOS,Tier_1,33,137.5,0.0,4,1,1
2021-09-24,Google Media,6,35-,Android,Tier_2,2,0.0,0.0,1,0,0
2021-05-14,Google Media,6,55+,Other,Tier_1,14,60.0,0.0,3,2,1
2021-08-30,Google Media,6,35-,MacOS,Tier_1,22,0.0,0.0,0,0,1
2021-09-19,Google Media,6,35-,MacOS,Tier_1,14,0.0,0.0,0,0,1
2021-10-23,Google Media,6,35-55,iOS,Tier_1,295,1634.3899999999999,226.61,42,26,11
2021-03-01,Google Media,6,55+,MacOS,Tier_1,27,157.0,0.0,6,3,4
2021-06-22,Google Media,6,55+,iOS,Tier_1,202,659.0,0.0,25,12,10
2021-10-02,Google Media,6,35-55,Android,Tier_1,773,2368.6600000000003,2.99,117,57,38
2021-09-09,Google Media,6,55+,Android,Tier_1,626,1540.5,0.0,74,52,29
2021-05-29,Google Media,6,35-,Android,Tier_1,170,0.0,102.94,22,8,4
2021-11-11,Google Media,6,35-55,iOS,Tier_1,225,1144.3699999999997,0.0,20,13,5
2021-01-17,Google Media,6,55+,Android,Tier_3,2,6.0,0.0,0,0,0
2021-05-27,Google Media,6,35-,Windows,Tier_2,1,0.0,0.0,0,1,0
2021-06-15,Google Media,6,55+,Android,Tier_2,1,0.0,0.0,0,0,0
2021-03-07,Google Media,6,35-,Android,Tier_1,299,0.0,351.32,30,13,5
2021-07-27,Google Media,6,35-55,Other,Tier_1,17,94.5,2.99,3,1,0
2021-06-13,Google Media,6,55+,iOS,Tier_1,262,824.0,0.0,39,22,15
2021-03-23,Google Media,6,35-55,Android,Tier_3,1,0.0,0.0,1,0,0
2021-07-18,Google Media,6,55+,Android,Tier_1,755,2140.0,1565.95,116,62,54
2021-08-29,Google Media,6,55+,MacOS,Tier_1,48,184.0,21.99,12,5,6
2021-04-01,Google Media,6,35-,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-06-26,Google Media,6,35-,MacOS,Tier_1,4,0.0,0.0,0,1,1
2021-01-06,Google Media,6,35-,Other,Tier_1,34,0.0,0.0,1,1,0
2021-01-24,Google Media,6,55+,Android,Tier_2,2,0.0,0.0,1,0,0
2021-06-14,Google Media,6,35-55,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-04-23,Google Media,6,55+,iOS,Tier_1,41,201.0,0.0,3,5,3
2021-07-31,Google Media,6,35-55,Android,Tier_3,3,3.5,0.0,0,0,0
2021-04-13,Google Media,6,35-55,Other,Tier_1,11,50.0,0.0,2,0,1
2021-03-13,Google Media,6,35-55,Android,Tier_1,746,2823.7,17.94,128,41,27
2021-11-14,Google Media,6,35-55,Android,Tier_1,194,494.60999999999996,80.99,15,11,5
2021-10-18,Google Media,6,55+,Android,Tier_1,568,1397.4599999999996,0.0,99,59,29
2021-11-07,Google Media,6,35-,iOS,Tier_3,54,0.0,0.0,0,2,0
2021-05-19,Google Media,6,35-,iOS,Tier_1,877,0.0,7.21,56,31,9
2021-10-27,Google Media,6,55+,iOS,Tier_1,241,902.1999999999998,353.24,39,19,13
2021-03-08,Google Media,6,55+,Android,Tier_1,208,497.8,351.89,48,29,17
2021-03-28,Google Media,6,35-,Android,Tier_3,1,0.0,0.0,1,1,0
2021-02-22,Google Media,6,55+,Android,Tier_1,163,433.6000000000001,0.0,25,17,6
2021-07-29,Google Media,6,35-,Android,Tier_1,387,0.0,0.0,34,17,13
2021-03-08,Google Media,6,35-55,Android,Tier_1,410,1590.2999999999995,4.16,79,36,18
2021-09-27,Google Media,6,55+,Android,Tier_1,570,1439.2099999999998,166.97,85,56,28
2021-10-11,Google Media,6,35-55,Windows,Tier_1,92,617.1199999999999,0.0,8,7,2
2021-05-23,Google Media,6,35-55,Android,Tier_1,288,640.0,11.48,37,19,15
2021-05-16,Google Media,6,35-55,iOS,Tier_1,344,2059.25,8.97,28,16,9
2021-03-17,Google Media,6,55+,iOS,Tier_1,153,469.25,0.0,17,8,3
2021-07-18,Google Media,6,35-55,Android,Tier_1,1050,3409.0,65.97,169,83,49
2021-07-15,Google Media,6,35-55,iOS,Tier_1,234,1087.75,40.99,29,13,8
2021-11-06,Google Media,6,55+,Windows,Tier_1,166,839.15,24.979999999999997,37,15,6
2021-03-10,Google Media,6,35-55,Android,Tier_1,578,2265.5,5.98,86,48,24
2021-08-14,Google Media,6,55+,Android,Tier_1,517,1147.59,7.140000000000001,73,39,29
2021-07-10,Google Media,6,55+,Android,Tier_1,485,1235.5,10.11,76,32,35
2021-10-23,Google Media,6,35-,iOS,Tier_1,365,0.0,24.979999999999997,18,7,5
2021-07-13,Google Media,6,35-,Android,Tier_1,218,0.0,0.0,13,2,2
2021-05-28,Google Media,6,35-,Android,Tier_1,150,0.0,0.0,12,5,0
2021-03-06,Google Media,6,35-,Android,Tier_1,319,0.0,134.62000000000003,35,12,10
2021-09-15,Google Media,6,35-55,Android,Tier_1,788,1831.6,541.97,102,41,21
2021-05-28,Google Media,6,35-,iOS,Tier_1,661,7.0,2.99,46,14,11
2021-07-31,Google Media,6,35-55,Other,Tier_1,26,189.0,0.0,5,2,1
2021-07-12,Google Media,6,55+,Other,Tier_1,24,133.5,0.0,2,2,1
2021-09-11,Google Media,6,35-55,Android,Tier_1,733,2199.5,0.0,87,48,20
2021-08-09,Google Media,6,55+,Windows,Tier_1,211,1400.5,0.0,46,23,19
2021-05-04,Google Media,6,55+,iOS,Tier_1,31,98.5,0.0,6,3,2
2021-03-08,Google Media,6,35-55,Other,Tier_1,16,183.0,0.0,2,1,0
2021-10-18,Google Media,6,35-55,iOS,Tier_1,247,1312.7399999999998,513.98,44,16,12
2021-07-09,Google Media,6,55+,Windows,Tier_1,115,615.0,0.0,23,16,6
2021-05-31,Google Media,6,55+,iOS,Tier_1,387,1307.5,47.98,75,54,28
2021-10-18,Google Media,6,55+,MacOS,Tier_1,50,406.56,0.0,15,7,3
2021-01-21,Google Media,6,35-55,Other,Tier_1,26,222.0,0.0,2,0,0
2021-08-29,Google Media,6,35-55,iOS,Tier_1,231,1048.1,0.0,25,7,9
2021-10-06,Google Media,6,35-55,MacOS,Tier_1,19,138.52,0.0,1,2,0
2021-11-09,Google Media,6,35-,Android,Tier_3,46,0.0,2.99,2,1,0
2021-11-03,Google Media,6,35-,Windows,Tier_1,58,0.0,7.04,2,2,1
2021-01-25,Google Media,6,35-55,Other,Tier_1,20,193.0,0.0,1,2,0
2021-10-08,Google Media,6,35-55,iOS,Tier_1,186,940.1899999999999,2.99,19,11,12
2021-06-12,Google Media,6,55+,Windows,Tier_1,228,1114.0,298.98,43,26,17
2021-06-20,Google Media,6,35-55,iOS,Tier_1,194,993.0,160.99,25,16,11
2021-01-17,Google Media,6,35-,Other,Tier_1,28,10.0,0.0,0,0,0
2021-08-12,Google Media,6,35-,Android,Tier_3,9,0.0,0.0,0,0,0
2021-06-05,Google Media,6,35-,Windows,Tier_1,51,0.0,61.99,4,2,1
2021-04-17,Google Media,6,35-,Android,Tier_1,117,3.5,0.0,7,4,1
2021-10-20,Google Media,6,55+,MacOS,Tier_1,39,252.56,0.0,7,4,4
2021-06-13,Google Media,6,55+,MacOS,Tier_1,54,266.0,83.97999999999999,11,6,0
2021-09-06,Google Media,6,35-,Windows,Tier_1,39,0.0,0.0,2,0,0
2021-08-13,Google Media,6,55+,Other,Tier_1,30,102.0,0.0,3,2,1
2021-10-23,Google Media,6,35-,iOS,Tier_3,42,0.0,0.0,1,1,0
2021-05-02,Google Media,6,35-,MacOS,Tier_1,8,0.0,0.0,4,2,1
2021-03-18,Google Media,6,35-55,Other,Tier_1,15,104.0,0.0,2,0,0
2021-06-07,Google Media,6,35-,MacOS,Tier_1,19,0.0,0.0,1,1,0
2021-01-25,Google Media,6,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-02-24,Google Media,6,55+,Windows,Tier_1,106,825.0,647.82,15,7,3
2021-03-03,Google Media,6,55+,Windows,Tier_2,4,56.0,0.0,1,0,0
2021-05-01,Google Media,6,35-,Android,Tier_2,6,0.0,0.0,1,1,0
